Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://i.ibb.co/dMrS4Hv/FE862-EA4-014-F-4288-81-CC-77-DB0-DE5-CA1-C.jpg,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
